Plate,Experiment,Hour,Magnification,Well,Student,Animal,Length,Width,Radius,Volume,Area
p09,growth,09,2X,B02,Jordan,206,321.3959523,19.0211175,9.51055875,8418.491183373288,5890.746167242306
p09,growth,09,2X,B02,Jordan,207,310.1249109,19.2220332,9.6110166,8295.777594269897,5746.321721708258
p09,growth,09,2X,B02,Jordan,208,331.9094427,18.7609152,9.3804576,8457.644971690588,5998.29657730696
p09,growth,09,2X,B02,Jordan,209,320.4045486,19.2055647,9.60278235,8556.076069423161,5929.707399966759
p09,growth,09,2X,B02,Jordan,210,351.207231,18.905838,9.452919,9088.184082832966,6392.623767786764
p09,growth,09,2X,B04,Jordan,211,357.5541909,21.277302,10.638651,11719.168270151486,7323.295556921679
p09,growth,09,2X,B04,Jordan,212,335.62803,19.9334724,9.9667362,9654.859181639764,6443.891311549378
p09,growth,09,2X,B04,Jordan,213,326.4221385,20.555981699999997,10.277990849999998,9985.684773412217,6464.632854319706
p09,growth,09,2X,B04,Jordan,214,343.0026243,19.9005354,9.9502677,9834.420322438998,6573.224653828383
p09,growth,09,2X,B04,Jordan,215,313.60305809999994,20.0981574,10.0490787,9170.95530783226,6074.9103369340155
p09,growth,09,2X,B05,Jordan,216,333.40478249999995,17.446728899999997,8.723364449999998,7347.196454639141,5603.004930775916
p09,growth,09,2X,B05,Jordan,217,296.5878039,20.1014511,10.05072555,8676.207090575212,5749.670047146962
p09,growth,09,2X,B05,Jordan,218,350.4694422,18.8597262,9.4298631,9024.90680925178,6363.760097189065
p09,growth,09,2X,B05,Jordan,219,353.03852820000003,19.4229489,9.71147445,9642.157935523499,6601.400838936319
p09,growth,09,2X,B05,Jordan,220,329.32718189999997,18.9420687,9.47103435,8554.6883840726,6009.561043612697
p09,growth,09,2X,B09,Jordan,221,341.4974034,19.067229299999997,9.533614649999999,8988.44129544252,6270.6054201223305
p09,growth,09,2X,B09,Jordan,222,334.26773189999994,19.8774795,9.93873975,9561.783031410552,6399.999905564478
p09,growth,09,2X,B09,Jordan,223,346.78708559999995,20.3517723,10.17588615,10398.942760792539,6795.73355435592
p09,growth,09,2X,B09,Jordan,224,334.1623335,18.5599995,9.27999975,8333.649238296,5973.9418450690055
p09,growth,09,2X,B09,Jordan,225,336.27688889999996,19.3801308,9.6900654,9143.916053353407,6277.006878554644
p10,growth,10,2X,B02,Jordan,226,357.46196729999997,16.8406881,8.42034405,7339.581680486723,5794.805021669571
p10,growth,10,2X,B02,Jordan,227,347.4128886,19.4097741,9.70488705,9475.642993250483,6492.773288940477
p10,growth,10,2X,B02,Jordan,228,323.5500321,17.334743099999997,8.667371549999999,7038.7909770407405,5404.100333374744
p10,growth,10,2X,B02,Jordan,229,351.17758769999995,19.304375699999998,9.652187849999999,9474.583233744575,6526.835349405794
p10,growth,10,2X,B02,Jordan,230,354.9587553,21.642902699999997,10.821451349999998,12037.34501730411,7395.550644057177
p10,growth,10,2X,B06,Jordan,231,351.54977579999996,19.3537812,9.6768906,9533.234607700671,6550.410007048588
p10,growth,10,2X,B06,Jordan,232,338.0554869,17.7760989,8.88804945,7733.617828195851,5787.635388225381
p10,growth,10,2X,B06,Jordan,233,333.6287541,20.183793599999998,10.091896799999999,9839.904155671467,6486.323197428666
p10,growth,10,2X,B06,Jordan,234,347.7126153,19.627158299999998,9.813579149999999,9697.439967234886,6571.101695738701
p10,growth,10,2X,B06,Jordan,235,338.9381985,17.0646597,8.53232985,7145.581594387625,5570.3688232438935
p10,growth,10,2X,B08,Jordan,236,328.81995209999997,18.7872648,9.3936324,8402.472055554384,5951.358577925524
p10,growth,10,2X,B08,Jordan,237,354.0002886,19.363662299999998,9.681831149999999,9609.491740474603,6599.013886004665
p10,growth,10,2X,B08,Jordan,238,352.1459355,18.6390483,9.31952415,8857.108183680837,6319.102813329234
p10,growth,10,2X,B08,Jordan,239,319.0804812,21.9722727,10.98613635,11152.494070321989,6756.177725323548
p10,growth,10,2X,B08,Jordan,240,357.20505869999994,21.474923999999998,10.737461999999999,11926.216076267867,7384.162442780238
p10,growth,10,2X,B10,Jordan,241,332.97660149999996,16.761639300000002,8.380819650000001,6772.803873515547,5376.143307548466
p10,growth,10,2X,B10,Jordan,242,354.42188219999997,19.9828779,9.99143895,10246.095486322287,6818.074245907341
p10,growth,10,2X,B10,Jordan,243,342.9960369,18.691747499999998,9.345873749999999,8675.823639443466,6173.839840377454
p10,growth,10,2X,B10,Jordan,244,339.16875749999997,20.532925799999997,10.266462899999999,10352.35884720134,6707.02058817712
p10,growth,10,2X,B10,Jordan,245,310.53991709999997,19.801724399999998,9.900862199999999,8815.465658306366,5927.455564216401
p10,growth,10,2X,B11,Jordan,246,312.85209449999996,16.491555899999998,8.245777949999999,6160.0484930736575,4972.958936460793
p10,growth,10,2X,B11,Jordan,247,331.63277189999997,21.033568199999998,10.516784099999999,10621.971961400168,6719.36544351765
p10,growth,10,2X,B11,Jordan,248,353.4436533,18.8136144,9.4068072,9057.04376765423,6401.572337194235
p10,growth,10,2X,B11,Jordan,249,324.9762042,18.5040066,9.2520033,8055.730205035644,5793.7890145540605
p10,growth,10,2X,B11,Jordan,250,329.04721739999997,17.545539899999998,8.772769949999999,7333.537168569139,5561.813012516961
p11,growth,11,2X,B03,Jordan,251,300.14499989999996,16.9757298,8.4878649,6261.953274332228,4913.209193828173
p11,growth,11,2X,B03,Jordan,252,370.24481699999995,18.8366703,9.41833515,9510.844082831221,6711.280018144108
p11,growth,11,2X,B03,Jordan,253,351.1841751,16.8538629,8.42693145,7221.9695504765305,5698.419576699492
p11,growth,11,2X,B03,Jordan,254,357.91649789999997,17.7365745,8.86828725,8151.602878054714,6110.765012709652
p11,growth,11,2X,B03,Jordan,255,325.7831607,17.1173589,8.55867945,6910.73034854005,5372.790853471735
p11,growth,11,2X,B05,Jordan,256,351.3027483,18.280034999999998,9.140017499999999,8498.795807321196,6182.686663174137
p11,growth,11,2X,B05,Jordan,257,340.6542162,19.4888229,9.74441145,9367.135194690301,6393.580308028258
p11,growth,11,2X,B05,Jordan,258,350.5847217,19.2220332,9.6110166,9378.069213246834,6488.125435880251
p11,growth,11,2X,B05,Jordan,259,345.02166239999997,19.271438699999997,9.635719349999999,9276.762561135009,6402.54441932624
p11,growth,11,2X,B05,Jordan,260,332.0181348,15.6286065,7.81430325,5871.162764607875,4998.445619145276
p11,growth,11,2X,B06,Jordan,261,349.7810589,20.144269199999997,10.072134599999998,10275.929664938898,6783.971592341838
p11,growth,11,2X,B06,Jordan,262,351.8758521,21.619846799999998,10.809923399999999,11907.387581820607,7324.098437326885
p11,growth,11,2X,B06,Jordan,263,348.24948839999996,16.7517582,8.3758791,7075.108105532458,5617.006363321203
p11,growth,11,2X,B06,Jordan,264,349.0630323,20.2002621,10.10013105,10311.923151161736,6788.993785597178
p11,growth,11,2X,B06,Jordan,265,346.7047431,20.1310944,10.0655472,10172.234316927246,6720.465109877364
p11,growth,11,2X,B09,Jordan,266,338.3058081,18.632460899999998,9.316230449999999,8502.99047829956,6070.902919446004
p11,growth,11,2X,B09,Jordan,267,361.5659175,21.616553099999997,10.808276549999999,12231.569165701205,7522.7750490598455
p11,growth,11,2X,B09,Jordan,268,348.3021876,19.992759,9.9963795,10079.13972273974,6704.746319125414
p11,growth,11,2X,B09,Jordan,269,345.72651419999994,17.785980000000002,8.892990000000001,7917.901384510451,5920.9884407793015
p11,growth,11,2X,B09,Jordan,270,329.18884649999995,21.8405247,10.92026235,11368.235176060305,6926.243454997563
p11,growth,11,2X,B10,Jordan,271,343.9413288,19.067229299999997,9.533614649999999,9052.767055374026,6315.052309002279
p11,growth,11,2X,B10,Jordan,272,358.0218963,21.738419999999998,10.869209999999999,12248.625066127592,7491.702391559069
p11,growth,11,2X,B10,Jordan,273,361.3617081,19.531640999999997,9.765820499999998,9980.249499562025,6793.4005944899745
p11,growth,11,2X,B10,Jordan,274,347.9497617,22.344460799999997,11.172230399999998,12577.030185888501,7485.898954445171
p11,growth,11,2X,B10,Jordan,275,351.0458397,18.8202018,9.4101009,9001.899996153308,6360.770487275252
p12,growth,12,2X,B01,Jordan,276,352.9298361,20.0882763,10.04413815,10310.87501522828,6825.447279445937
p12,growth,12,2X,B01,Jordan,277,340.37425169999995,19.9466472,9.9733236,9804.338879996289,6538.4494979005885
p12,growth,12,2X,B01,Jordan,278,353.4173037,19.0244112,9.5122056,9260.449328831804,6472.820502287372
p12,growth,12,2X,B01,Jordan,279,358.1042388,18.9618309,9.48091545,9321.628740430628,6536.296935717194
p12,growth,12,2X,B01,Jordan,280,344.1422445,17.6970501,8.84852505,7802.998965828197,5864.641378812323
p12,growth,12,2X,B04,Jordan,281,333.5101809,19.7556126,9.8778063,9423.492736863443,6346.487386419958
p12,growth,12,2X,B04,Jordan,282,344.5243137,17.061366,8.530683,7260.545930378513,5660.19903612327
p12,growth,12,2X,B04,Jordan,283,331.47467429999995,20.572450200000002,10.286225100000001,10156.502826350212,6568.954835007818
p12,growth,12,2X,B04,Jordan,284,351.2796924,18.3426153,9.17130765,8556.523765929058,6203.449242338216
p12,growth,12,2X,B04,Jordan,285,356.3388156,20.704198199999997,10.352099099999998,11058.641183995549,7102.041410540138
p12,growth,12,2X,B08,Jordan,286,363.3741588,18.777383699999998,9.388691849999999,9275.685236946536,6567.101914678917
p12,growth,12,2X,B08,Jordan,287,346.1843385,18.691747499999998,9.345873749999999,8756.469301244568,6230.682597594089
p12,growth,12,2X,B08,Jordan,288,350.3574564,22.0842585,11.04212925,12370.829190344906,7449.44190106889
p12,growth,12,2X,B08,Jordan,289,342.1791993,17.8419729,8.92098645,7886.079633551284,5879.260358340069
p12,growth,12,2X,B08,Jordan,290,354.7743081,19.716088199999998,9.858044099999999,9984.250486225503,6733.674288862688
p12,growth,12,2X,B09,Jordan,291,365.8444338,18.8893695,9.44468475,9450.464991002491,6650.774258769486
p12,growth,12,2X,B09,Jordan,292,354.5141058,18.655516799999997,9.327758399999999,8932.435538725304,6366.82522289313
p12,growth,12,2X,B09,Jordan,293,366.424125,18.602817599999998,9.301408799999999,9180.436202376452,6560.1678308989185
p12,growth,12,2X,B09,Jordan,294,359.5699353,18.8136144,9.4068072,9214.030613192224,6511.507102977145
p12,growth,12,2X,B09,Jordan,295,366.1869786,20.4011778,10.2005889,11034.055914301356,7189.733723592215
p12,growth,12,2X,B10,Jordan,296,375.04044419999997,20.3385975,10.16929875,11231.607278266061,7339.430667529066
p12,growth,12,2X,B10,Jordan,297,360.2451438,21.204840599999997,10.602420299999999,11727.08198054415,7352.781606767397
p12,growth,12,2X,B10,Jordan,298,280.4486739,18.421664099999997,9.210832049999999,6890.217175339184,4985.616740494168
p12,growth,12,2X,B10,Jordan,299,370.30410359999996,19.917003899999997,9.958501949999999,10634.775916115404,7097.316220536044
p12,growth,12,2X,B10,Jordan,300,370.2184674,20.0224023,10.01120115,10745.144166721555,7133.238910190735
p13,growth,13,2X,B01,Jordan,301,352.8771369,18.11535,9.057675,8383.75892059285,6154.190265453825
p13,growth,13,2X,B01,Jordan,302,343.7008887,19.3471938,9.6735969,9314.046908008428,6403.339332184379
p13,growth,13,2X,B01,Jordan,303,370.8903822,19.7885496,9.8942748,10514.661619043833,7062.608054088392
p13,growth,13,2X,B01,Jordan,304,382.9288557,20.4308211,10.21541055,11572.082939007727,7526.434512385241
p13,growth,13,2X,B01,Jordan,305,342.6963102,19.9466472,9.9733236,9871.224810173058,6582.627787317213
p13,growth,13,2X,B02,Jordan,306,375.613548,18.0857067,9.04285335,8894.755552696135,6536.333896857613
p13,growth,13,2X,B02,Jordan,307,324.4360374,19.8774795,9.93873975,9280.545805472644,6213.595779010769
p13,growth,13,2X,B02,Jordan,308,348.8094174,21.8504058,10.9252029,12056.715624044416,7338.295737012985
p13,growth,13,2X,B02,Jordan,309,364.6422333,18.6653979,9.33269895,9197.361875512126,6550.5126435412585
p13,growth,13,2X,B02,Jordan,310,356.92180049999996,19.7193819,9.85969095,10048.04271891145,6775.190765668783
p13,growth,13,2X,B09,Jordan,311,368.1928419,21.089561099999997,10.544780549999999,11855.837171809177,7472.681280192128
p13,growth,13,2X,B09,Jordan,312,339.60352589999997,19.245089099999998,9.622544549999999,9106.12996969549,6294.333220228228
p13,growth,13,2X,B09,Jordan,313,368.2158978,20.3122479,10.15612395,10998.673589012507,7197.701953591631
p13,growth,13,2X,B09,Jordan,314,336.2670078,20.206849499999997,10.103424749999999,9940.386592599696,6544.581342818132
p13,growth,13,2X,B09,Jordan,315,371.2032837,19.7259693,9.86298465,10457.077264371605,7046.160150000121
p13,growth,13,2X,B10,Jordan,316,363.9176193,19.5810465,9.79052325,10101.751528252842,6858.320737100841
p13,growth,13,2X,B10,Jordan,317,341.98157729999997,20.555981699999997,10.277990849999998,10461.668577151677,6769.7017879774285
p13,growth,13,2X,B10,Jordan,318,359.8301376,21.3629382,10.6814691,11888.889893387966,7399.14565303104
p13,growth,13,2X,B10,Jordan,319,349.8634014,21.092854799999998,10.546427399999999,11269.146944610953,7105.082737077641
p13,growth,13,2X,B10,Jordan,320,346.3523172,18.9256002,9.4628001,8981.300392181472,6311.667032770621
p13,growth,13,2X,B11,Jordan,321,365.4953016,19.6041024,9.8020512,10169.45139553181,6895.896837636385
p13,growth,13,2X,B11,Jordan,322,369.2369448,20.0553393,10.02766965,10751.943616810675,7126.197440432219
p13,growth,13,2X,B11,Jordan,323,346.15140149999996,17.8156233,8.90781165,7954.079704880559,5938.076811482182
p13,growth,13,2X,B11,Jordan,324,354.81712619999996,20.4736392,10.2368196,10767.539336050102,6993.2383261697
p13,growth,13,2X,B11,Jordan,325,335.84870789999997,17.785980000000002,8.892990000000001,7691.677785896167,5753.4154047687225
p14,growth,14,2X,B03,Jordan,326,354.5371617,19.8412488,9.9206244,10104.65688909374,6771.932649418818
p14,growth,14,2X,B03,Jordan,327,350.0577297,18.046182299999998,9.023091149999999,8253.385945147425,6082.162594876037
p14,growth,14,2X,B03,Jordan,328,382.69170929999996,20.223318,10.111659,11331.194058166957,7445.418807173337
p14,growth,14,2X,B03,Jordan,329,355.96004009999996,22.8352221,11.41761105,13437.965717177814,7824.784237694639
p14,growth,14,2X,B03,Jordan,330,356.938269,19.073816700000002,9.536908350000001,9401.347904542203,6553.686903945212
p14,growth,14,2X,B07,Jordan,331,376.9837272,20.4835203,10.24176015,11451.268530820382,7429.694842689527
p14,growth,14,2X,B07,Jordan,332,337.9566759,20.8326525,10.41632625,10618.715149248816,6780.840687810886
p14,growth,14,2X,B07,Jordan,333,380.93287349999997,19.1726277,9.58631385,10137.562218589917,7026.432358598209
p14,growth,14,2X,B07,Jordan,334,361.6746096,20.065220399999998,10.032610199999999,10542.113606191831,6984.976083336056
p14,growth,14,2X,B07,Jordan,335,370.6828791,20.144269199999997,10.072134599999998,10889.987026763643,7185.578761618976
p14,growth,14,2X,B08,Jordan,336,333.9087186,20.2364928,10.1182464,9899.654875353,6508.662626589512
p14,growth,14,2X,B08,Jordan,337,366.6579777,18.533649899999997,9.266824949999998,9118.110488163511,6539.910259701847
p14,growth,14,2X,B08,Jordan,338,357.6003027,21.9294546,10.9647273,12450.171698110958,7548.7202071669735
p14,growth,14,2X,B08,Jordan,339,353.70714929999997,19.1001663,9.55008315,9342.001591461236,6503.875672574456
p14,growth,14,2X,B08,Jordan,340,364.5500097,20.6613801,10.33069005,11266.721794785266,7249.173497601546
p14,growth,14,2X,B09,Jordan,341,380.7583074,23.1020118,11.5510059,14711.96869193607,8462.636244820389
p14,growth,14,2X,B09,Jordan,342,378.4856544,18.095587799999997,9.047793899999999,8972.565033133202,6589.477311623665
p14,growth,14,2X,B09,Jordan,343,379.01594009999997,20.743722599999998,10.371861299999999,11807.356313355212,7564.283165115252
p14,growth,14,2X,B09,Jordan,344,374.59908839999997,22.5256143,11.26280715,13760.740499904261,8119.159636705012
p14,growth,14,2X,B09,Jordan,345,426.0335076,19.067229299999997,9.533614649999999,11213.488403801039,7808.036484802598
p14,growth,14,2X,B10,Jordan,346,368.01827579999997,18.2503917,9.12519585,8874.329870431156,6463.6373144874415
p14,growth,14,2X,B10,Jordan,347,379.6219809,20.2529613,10.12648065,11273.278041982858,7397.032338777547
p14,growth,14,2X,B10,Jordan,348,359.11869839999997,23.2337598,11.6168799,14034.560284908377,8031.346713615779
p14,growth,14,2X,B10,Jordan,349,360.5316957,18.309678299999998,9.154839149999999,8750.375310236266,6353.888026991767
p14,growth,14,2X,B10,Jordan,350,360.8281287,20.032283399999997,10.016141699999999,10482.939974154238,6957.336414222164
p15,growth,15,2X,B04,Jordan,351,434.5345473,21.2509524,10.6254762,14207.017295609783,8874.584089884453
p15,growth,15,2X,B04,Jordan,352,420.87557339999995,19.8774795,9.93873975,12039.21447396911,8042.042286713481
p15,growth,15,2X,B04,Jordan,353,414.6274245,21.2608335,10.63041675,13568.767427751098,8475.014367256792
p15,growth,15,2X,B04,Jordan,354,353.0319408,19.383424499999997,9.691712249999998,9602.776389148556,6587.845640764092
p15,growth,15,2X,B04,Jordan,355,373.03787459999995,19.8873606,9.9436803,10681.420852301097,7138.609719846369
p15,growth,15,2X,B08,Jordan,356,371.0649483,19.073816700000002,9.536908350000001,9773.428564896374,6810.693058567329
p15,growth,15,2X,B08,Jordan,357,367.6724373,15.355229399999999,7.6776146999999995,6276.1814910603225,5433.2089801760885
p15,growth,15,2X,B08,Jordan,358,397.3750239,21.033568199999998,10.516784099999999,12727.651546148421,8038.3003541022135
p15,growth,15,2X,B08,Jordan,359,415.27628339999995,20.7766596,10.3883298,12978.077992882269,8294.871035713544
p15,growth,15,2X,B08,Jordan,360,354.62938529999997,17.8551477,8.92757385,8185.0891724075955,6095.635510016736
p15,growth,15,2X,B09,Jordan,361,365.46895199999994,17.2787502,8.6393751,7899.451586002461,6077.501693664053
p15,growth,15,2X,B09,Jordan,362,394.9442733,23.055899999999998,11.527949999999999,15199.236837813833,8757.710439098377
p15,growth,15,2X,B09,Jordan,363,361.2266664,19.663389,9.8316945,10111.564275341194,6836.691795841613
p15,growth,15,2X,B09,Jordan,364,355.16625839999995,18.7345656,9.3672828,9024.865888530197,6405.456857855607
p15,growth,15,2X,B09,Jordan,365,349.8304644,22.100727,11.0503635,12370.650815332829,7443.888003390138
p15,growth,15,2X,B10,Jordan,366,347.1823296,19.8148992,9.9074496,9868.772772191265,6623.934365821684
p15,growth,15,2X,B10,Jordan,367,425.2199637,19.3603686,9.6801843,11538.854335017399,7913.053990959784
p15,growth,15,2X,B10,Jordan,368,370.9463751,19.8148992,9.9074496,10544.27364073407,7073.070581608124
p15,growth,15,2X,B10,Jordan,369,408.8996802,19.8148992,9.9074496,11623.108915608464,7790.381269689501
p15,growth,15,2X,B10,Jordan,370,345.24892769999997,19.926885,9.9634425,9925.0560732213,6624.622699803474
p15,growth,15,2X,B11,Jordan,371,375.3928701,20.7338415,10.36692075,11683.34953920131,7489.0289690942445
p15,growth,15,2X,B11,Jordan,372,358.5060702,20.5131636,10.2565818,10921.533007924998,7078.916070814593
p15,growth,15,2X,B11,Jordan,373,408.9227361,18.2899161,9.14495805,9903.449384899373,7191.2245551230535
p15,growth,15,2X,B11,Jordan,374,368.5156245,17.008666799999997,8.504333399999998,7718.239567371142,6031.931256478119
p15,growth,15,2X,B11,Jordan,375,345.8385,18.1186437,9.05932185,8219.521014417862,6033.668181738684
p16,growth,16,2X,B02,Jordan,376,443.9018301,21.0599178,10.5299589,14253.518401822075,8982.970192161778
p16,growth,16,2X,B02,Jordan,377,375.1491363,20.766778499999997,10.383389249999999,11712.888635707835,7496.097942411337
p16,growth,16,2X,B02,Jordan,378,432.7361871,22.644187499999997,11.322093749999999,16064.177733069728,9417.569494155261
p16,growth,16,2X,B02,Jordan,379,413.8698735,21.9096924,10.9548462,14383.28800789609,8717.831934757263
p16,growth,16,2X,B02,Jordan,380,397.09505939999997,20.187087299999998,10.093543649999999,11715.574976378379,7709.414042345142
p16,growth,16,2X,B08,Jordan,381,454.8039771,20.8326525,10.41632625,14290.097595229607,9102.663578549726
p16,growth,16,2X,B08,Jordan,382,409.4233785,20.0355771,10.01778855,11898.66266036506,7887.150533131463
p16,growth,16,2X,B08,Jordan,383,415.4179125,22.0941396,11.0470698,14681.188277873922,8823.846253484755
p16,growth,16,2X,B08,Jordan,384,386.3707722,20.4736392,10.2368196,11725.089294642827,7609.422340708133
p16,growth,16,2X,B08,Jordan,385,416.97253889999996,19.828073999999997,9.914036999999999,11868.349252296226,7948.238078653918
p16,growth,16,2X,B09,Jordan,386,418.1912079,19.1759214,9.5879607,11132.922389325502,7709.107509079808
p16,growth,16,2X,B09,Jordan,387,440.1140750999999,21.0105123,10.50525615,14065.667389196076,8885.989157527258
p16,growth,16,2X,B09,Jordan,388,408.29693309999993,20.5889187,10.29445935,12530.40178900346,8082.856232817558
p16,growth,16,2X,B09,Jordan,389,409.8252099,20.0816889,10.04084445,11965.226974859934,7912.999573648066
p16,growth,16,2X,B09,Jordan,390,412.75001549999996,20.529632099999997,10.264816049999999,12594.218780932457,8146.779573205581
p16,growth,16,2X,B10,Jordan,391,354.8533569,18.770796299999997,9.385398149999999,9051.824254062856,6412.242176149658
p16,growth,16,2X,B10,Jordan,392,428.4412023,20.766778499999997,10.383389249999999,13376.771006279594,8551.693419379939
p16,growth,16,2X,B10,Jordan,393,411.4786473,19.917003899999997,9.958501949999999,11817.269011495191,7879.517705821169
p16,growth,16,2X,B10,Jordan,394,445.6804280999999,19.4888229,9.74441145,12255.09218764265,8345.891947678316
p16,growth,16,2X,B10,Jordan,395,452.5082682,20.6383242,10.3191621,13953.950610303016,8972.561823267175
p16,growth,16,2X,B11,Jordan,396,351.075483,19.9532346,9.9766173,10119.263885078883,6744.272181902844
p16,growth,16,2X,B11,Jordan,397,374.4739278,19.4229489,9.71147445,10227.599726843138,6998.512449124306
p16,growth,16,2X,B11,Jordan,398,438.98104229999996,19.7259693,9.86298465,12366.427988377949,8321.398569773935
p16,growth,16,2X,B11,Jordan,399,424.97622989999996,19.8116055,9.90580275,12076.074514817175,8092.87973814644
p16,growth,16,2X,B11,Jordan,400,421.6364181,20.5098699,10.25493495,12840.612141757936,8312.779339441844
p17,growth,17,2X,B01,Jordan,401,454.1419434,20.1739125,10.08695625,13381.157470183236,8802.093297872807
p17,growth,17,2X,B01,Jordan,402,457.5542166,20.7997155,10.39985775,14331.08768019418,9142.834450478338
p17,growth,17,2X,B01,Jordan,403,425.53286519999995,20.8326525,10.41632625,13370.38917834407,8521.029797120138
p17,growth,17,2X,B01,Jordan,404,429.4391934,22.660656,11.330328,15964.98211206681,9353.156894640013
p17,growth,17,2X,B01,Jordan,405,467.01701669999994,21.3497634,10.6748817,15411.348452315082,9577.31505671545
p17,growth,17,2X,B07,Jordan,406,441.2009961,19.3603686,9.6801843,11972.518839812128,8208.164235801383
p17,growth,17,2X,B07,Jordan,407,415.763751,20.5131636,10.2565818,12665.831648295503,8199.210637526543
p17,growth,17,2X,B07,Jordan,408,464.7805944,23.579598299999997,11.789799149999999,18708.6561562115,10527.300655923642
p17,growth,17,2X,B07,Jordan,409,433.62877979999996,22.291761599999997,11.145880799999999,15600.146611048789,9289.976440062526
p17,growth,17,2X,B07,Jordan,410,425.414292,19.7622,9.8811,12028.305730313727,8080.955269214591
p17,growth,17,2X,B08,Jordan,411,450.1236294,19.959822,9.979911,12982.757396269968,8632.18245938326
p17,growth,17,2X,B08,Jordan,412,452.1459612,21.9590979,10.97954895,15784.449771670745,9539.182893826888
p17,growth,17,2X,B08,Jordan,413,442.7128044,21.540798,10.770399,14871.934399911906,9163.656755203026
p17,growth,17,2X,B08,Jordan,414,474.6715755,20.75031,10.375155,14796.677427666378,9459.904848545475
p17,growth,17,2X,B08,Jordan,415,435.5391258,22.5157332,11.2578666,15985.3137422968,9424.341898814586
p17,growth,17,2X,B09,Jordan,416,388.4886213,21.916279799999998,10.958139899999999,13509.328968798343,8189.879356825807
p17,growth,17,2X,B09,Jordan,417,441.28333860000004,20.572450200000002,10.286225100000001,13521.079657674947,8723.66302029423
p17,growth,17,2X,B09,Jordan,418,397.4046672,17.2425195,8.62125975,8553.74337507831,6589.98052947945
p17,growth,17,2X,B09,Jordan,419,423.6225192,17.7991548,8.8995774,9716.270580674573,7247.827820291816
p17,growth,17,2X,B09,Jordan,420,449.4780642,20.4011778,10.2005889,13543.807897255292,8810.4970319254
p17,growth,17,2X,B11,Jordan,421,462.25762019999996,18.708215999999997,9.354107999999998,11713.06711891558,8307.412410085104
p17,growth,17,2X,B11,Jordan,422,472.0003848,19.801724399999998,9.900862199999999,13398.931840288658,8977.000595475412
p17,growth,17,2X,B11,Jordan,423,429.88054919999996,20.420939999999998,10.210469999999999,12978.397018516389,8437.313641868164
p17,growth,17,2X,B11,Jordan,424,448.4504298,19.1133411,9.55667055,11860.67667465045,8235.594617114011
p17,growth,17,2X,B11,Jordan,425,443.7075018,20.704198199999997,10.352099099999998,13770.046478914266,8827.402718156245
p18,growth,18,2X,B05,Jordan,426,485.62312799999995,20.6613801,10.33069005,15008.587394612801,9635.18695197906
p18,growth,18,2X,B05,Jordan,427,445.6606658999999,16.6891779,8.34458895,8986.612072877624,7146.657614968989
p18,growth,18,2X,B05,Jordan,428,463.5849813,19.541522099999998,9.770761049999999,12816.45555409617,8702.184055174206
p18,growth,18,2X,B05,Jordan,429,445.0381566,19.4130678,9.7065339,12142.479877459458,8301.557939280123
p18,growth,18,2X,B05,Jordan,430,429.3206202,20.322129,10.1610645,12836.362038795558,8385.634475998644
p18,growth,18,2X,B06,Jordan,431,485.5111422,22.614544199999997,11.307272099999999,17976.149890838406,10543.606065088985
p18,growth,18,2X,B06,Jordan,432,445.1172054,19.442711099999997,9.721355549999998,12181.754124143377,8315.700169764288
p18,growth,18,2X,B06,Jordan,433,477.6326118,20.8063029,10.40315145,14969.441832392065,9544.19464649133
p18,growth,18,2X,B06,Jordan,434,482.2931973,20.9281698,10.4640849,15293.096840856782,9693.130120572796
p18,growth,18,2X,B06,Jordan,435,434.18212139999997,19.6106898,9.8053449,12088.696610469806,8183.003901775265
p18,growth,18,2X,B07,Jordan,436,479.1575949,21.1554351,10.57771755,15525.446597342354,9735.119145352199
p18,growth,18,2X,B07,Jordan,437,488.34701789999997,20.7799533,10.38997665,15266.499794767564,9744.47047943763
p18,growth,18,2X,B07,Jordan,438,427.82528039999994,21.3497634,10.6748817,14118.03903751374,8779.222236720792
p18,growth,18,2X,B07,Jordan,439,439.94280269999996,19.7918433,9.89592165,12476.434949687999,8367.343460977081
p18,growth,18,2X,B07,Jordan,440,486.9274332,18.4381326,9.2190663,11984.499807168646,8621.340469673876
p18,growth,18,2X,B08,Jordan,441,450.1993845,20.0816889,10.04084445,13143.98843545798,8686.338238957593
p18,growth,18,2X,B08,Jordan,442,486.3411545999999,20.4011778,10.2005889,14654.577598031172,9527.816825774855
p18,growth,18,2X,B08,Jordan,443,381.79582289999996,19.7193819,9.85969095,10748.294817035563,7243.03916929271
p18,growth,18,2X,B08,Jordan,444,428.62564949999995,21.5770287,10.78851435,14447.185078699391,8889.147907083092
p18,growth,18,2X,B08,Jordan,445,464.477574,20.7470163,10.37350815,14474.30928084983,9256.675280342093
p18,growth,18,2X,B09,Jordan,446,461.71415970000004,18.095587799999997,9.047793899999999,10945.620465309501,8025.993825767313
p18,growth,18,2X,B09,Jordan,447,460.1035404,18.8267892,9.4133946,11806.737201991453,8321.383472824366
p18,growth,18,2X,B09,Jordan,448,497.1576654,20.322129,10.1610645,14864.638415140313,9700.56243473106
p18,growth,18,2X,B09,Jordan,449,454.9390188,20.704198199999997,10.352099099999998,14118.606082913087,9049.203293402077
p18,growth,18,2X,B09,Jordan,450,466.16724209999995,20.190381,10.0951905,13757.91375008785,9040.86143718255
